Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,Σ Progress,Σ Time Spent,Σ Remaining Estimate,Σ Original Estimate,Labels,Acceptance criteria,Deployment Environment,Target end,Time to SLA,Original story points,Sprint,Categorize,Story Points,Team,Overdue Status,Program Increment,Start date,End date,Baseline start date,Baseline end date,Task mode,Task progress,Risk probability,Risk consequence,Planned Start,Development,Rank,Epic Link,GtmhubObjectID,Parent Link,Actor,Flagged,Target start,Team,Account,Iteration,Planned End,Structure Index Monitor,Team Role
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-19068,BIDVOMNI-12621 [ADR][MH chọn người thu hưởng] Không hiển thị bản ghi danh bạ của toCard,Sub-bug,Need To Do,Medium,Unresolved,"Khánh, Nguyễn Công (KCN, PTUDDD)",Trần Thị Linh Chi Trần Thị Linh,Trần Thị Linh Chi Trần Thị Linh,07/Feb/25 2:40 PM,,07/Feb/25 2:42 PM,,,,Chuyển tiền,,0,1,_thumb_190585.png,,,,,,BIDVOMNI-19033,,"Step bug 1:

1. Truy cập chức năng [Chuyển tiền] 
2. Chọn ô tìm kiếm
3. Kiểm tra hiển thị bản ghi danh bạ có lưu toCard

 

KQTT: Ko hiển thị toCard

KQMM: Hiển thị đầy đủ thông tin

=================

{
 ""mid"": 221,
 ""user"": ""0968087618"",
 ""lang"": ""VI"",
 ""source"": ""MB"",
 ""requestId"": ""636559843457548"",
 ""cifNo"": ""8800065"",
 ""beneName"": ""JO RPUL ZUE ZFUI"",
 ""beneDate"": ""2025-02-07T02:25:28.074+00:00"",
 ""bankCode"": ""970418"",
 ""bankName"": ""Ngân hàng TMCP Đầu tư và Phát triển Việt Nam"",
 ""email"": """",
 ""mobileNo"": """",
 ""branchCode"": ""970418"",
 ""favorite"": ""0"",
 ""contactId"": ""aac36ba53e034b678e143fd7abb47297"",
 ""serviceCode"": ""0541"",
 ""bankId"": """",
 ""toAcc"": """",
 ""toAccName"": ""JO RPUL ZUE ZFUI"",
 *{color:#FF0000}""toCard"": ""9704187327000008201"",{color}*
 ""amount"": ""65000"",
 ""remark"": ""HOANG VU HA Chuyen tien"",
 ""countTransaction"": 1,
 ""virtualAccount"": """",
 ""virtualAccountType"": """",
 ""additionalData"": """"
 }",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0n9fk:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-16962,"BIDVOMNI-14353 [Android][Tặng quà] Kiểm tra thêm người nhận, có kết quả trả lỗi",Sub-bug,Reopen,Medium,Resolve,"Hương, Tạ Lan (KCN, PTUDDD)","Hoàng, Chu Văn (KCN, PTNV)","Hoàng, Chu Văn (KCN, PTNV)",03/Dec/24 5:29 PM,,07/Feb/25 10:11 AM,18/Dec/24 6:18 PM,,,Tặng quà,,0,1,,,,,,,,,"1: tại màn hình thêm người nhận

2: chọn người nhân > nhấn Tiếp tục

 

 

Thực tế
* trường hợp ds người nhận có người nhận lỗi : chưa hiển thị đúng số lượng người nhận lỗi
* nhấn chọn lại, nhấn tiếp tục đều đóng popup remove hết giá trị, vẫn ở màn thêm người nhận

 

 

 

Mong muốn

'- Hiển thị popup danh sách những người nhận lỗi
- Count tổng số lượng Người nhận không hợp lệ
- Button ""Chọn lại""→ Tắt popup, hiển thị MH Thêm người nhận giữ nguyên giá trị đã chọn (loại bỏ các bản ghi người nhận không hợp lệ: server trả về http:200)
- Button ""Tiếp tục""→ Hiển thị MH Tặng quà đến với danh sách người nhận hợp lệ (loại bỏ các bản ghi người nhận không hợp lệ: server trả về http:200) và count số tiền theo tổng số người nhận hợp lệ (nếu trước đó đã nhập - với tặng quà cùng cố tiền)",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0l6ss:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-18497,BIDVOMNI-13332 [AND][LK thanh toán tự động] Lỗi màn hình Kết quả LK,Sub-bug,Reopen,Medium,Resolve,"Sơn, Tạ Ngọc (KCN, PTUDDD)",Vũ Thị Tuyết Mai,Vũ Thị Tuyết Mai,10/Jan/25 3:19 PM,,06/Feb/25 3:14 PM,16/Jan/25 3:12 PM,,,Taxi,,0,1,_thumb_190371.png,,,,,,BIDVOMNI-18487,,"Chưa đăng nhập app
# Home > Mua sắm giải trí > VN Taxi
# Đặt xe > Chọn PTTT > Thay đổi liên kết/ Thêm liên kết
# Kiểm tra màn hình

Thực tế:
# Sai text Giao dịch thành công
# Chia sẻ không có action
# Thiếu button Đặt taxi
# Thừa Thêm vào quản lý chi tiêu

Mong muốn:

Hiển thị thông tin như design:
# Đăng ký thành công
# Chia sẻ có action
# Bổ sung button Đặt taxi ngay
# Bỏ Thêm vào quản lý chi tiêu",,,,,,,"Design, Logic",,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0mpm8:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-18966,BIDVOMNI-18721 [BE][Đăng ký dịch vụ]-Lỗi lọc tài khoản thu phí thường niên.,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Cao Thị Vân (KCN, PTNV)",Manh Dinh Van,Manh Dinh Van,05/Feb/25 2:43 PM,,06/Feb/25 2:52 PM,,,,Đăng ký dịch vụ,,0,1,,,,,,,,,"ĐK: chỉnh sửa rule: Đăng ký dịch vụ SMB có Loại tài khoản CD.
# Tại màn hình Đăng ký dịch vụ.
# Kiểm tra hiển thị list danh sách tài khoản thu phí thường niên.

kqtt: Vẫn hiển thị list danh sách tài khoản đã lưu trước đó.

kqmm: 

Hiển thị danh sách số tài khoản thanh toán của KH thỏa mãn các điều kiện được cấu hình trong Quản lý Rule cho Dịch vụ ""Đăng ký dịch vụ SMB"". Lọc theo các trường thông tin:

AcctType: Loại tài khoản thuộc Loại tài khoản cấu hình trong Rule 

PdrCode: Mã sản phẩm thuộc SCCode cấu hình trong Rule (Nếu SCCODE cấu hình = N thì ko check điều kiện pdrCode)

Currency: Mã tiền tệ thuộc mã Mã tiền tệ cấu hình trong Rule 

AccRelation: Quan hệ của tài khoản thuộc Relationship cấu hình trong Rule 

accStatus : Trạng thái thuộc Trạng thái cấu hình trong Rule",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0n5cg:,,,,Backend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-18990,BIDVOMNI-17061 (iOS) [Gợi ý mở thẻ] Show thông báo Giao dịch không thực hiện được khi server trả mã lỗi hết phiên,Sub-bug,Need To Do,Medium,Unresolved,"Thạch, Lê Hoàng (KCN, PTUDDD)","Ngân, Nguyễn Kim (KCN, PTNV)","Ngân, Nguyễn Kim (KCN, PTNV)",06/Feb/25 10:37 AM,,06/Feb/25 2:47 PM,,,,Dịch vụ thẻ,,0,1,_thumb_190281.png,,,,,,,,"*KQ thực tế:*
* Show thông báo Giao dịch không thực hiện được khi server trả mã lỗi hết phiên

*Các bước thực hiện:*
* Nhấn hyperlink Gợi ý thẻ phù hợp với tôi > gọi mid 318
* Server trả mã lỗi 98
* Client iOS show thông báo Giao dịch không thực hiện được trong lúc này. QK vui lòng thử lại sau

_Log mid 318 server trả:_

2025-02-06 10:29:00,638 INFO [ Common] [ 992] [091463506071260] [0777465627] [mid318] - Thread[210.245.52.67:35172|ServerID_1], JsonResponse: \{""mid"":""318"",""code"":""98"",""des"":""Phiên đăng nhập hết hiệu lực hoặc tài khoản đăng nhập thiết bị khác. Quý khách vui lòng thực hiện đăng nhập lại."",""basetime"":""250206032900""}

!image-2025-02-06-10-35-27-893.png|width=242,height=448!

*KQ mong muốn:*
* Show thông lỗi lấy ở message server trả về
* Đăng nhập lại hiển thị MH Home",,,,,,,Logic,,,,,,Chuyển đổi core thẻ,,,,,,,,,,Auto bottom up,,,,,,1|i0n6xk:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-18925,"BIDVOMNI-13273 [IOS][ĐN lần sau]- Có kích hoạt soft/Lỗi soft bị autolock, đóng thông báo chưa quay về MH login",Sub-bug,Need To Do,Medium,Unresolved,"Đoàn, Nguyễn Hồng (KCN, PTUDDD)","Duyên, Mai Thị (KCN, PTNV)","Duyên, Mai Thị (KCN, PTNV)",04/Feb/25 6:04 PM,,06/Feb/25 2:19 PM,,,,ĐN lần sau cùng thiết bị,,0,1,,,,,,,"BIDVOMNI-19002, BIDVOMNI-14819",,"*Môi trường:* MB, SIT, IOS

*Bản build:* SIT 5.2.99 (198)

{*}Điều kiện{*}: 
- Đăng nhập lần sau kích hoạt soft, soft trả mã lỗi INITACTIVESOTP-57

*[Steps]*
# Tại màn hình đăng nhập, thực hiện đn thành công
# Tại popup thông báo cài mã PIN > Cài đặt PIN
# Nhập thông tin hợp lệ tại MH Mã PIN cho Smart OTP
# Nhập lại mã PIN
# Đóng thông báo trạng thái soft đang bị khóa

*[Results]*
5. Lỗi đóng thông báo đứng im tại MH nhập lại mã pin *(xem video)*

2025-02-04 17:53:20,554 INFO [ OkHttpRest] [ 404] [285468709533650] [0384834658] [mid23] - Response from business server: 17 ms, \{""mid"":23,""code"":""57"",""codeFull"":""INITACTIVESOTP-57"",""des"":""Tài khoản của Quý khách đang bị khóa xác thực Smart OTP. Quý khách vui lòng kiểm tra lại hoặc liên hệ tổng đài BIDV: <c>19009247</c> để được hỗ trợ."",""ipServer"":""10.22.18.8:8181"",""el"":""1"",""requestId"":""285468709533650"",""showDes"":false,""messages"":[],""success"":false}

*[Expectations]* 

5. Đóng thông báo quay về MH login *(Lưu ý chỉ sửa với ĐN lần sau)*

Xử lý cả 2 mã lỗi *INITACTIVESOTP-57, INITACTIVESOTP-55* như nhau",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0n3mw:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-16171,"BIDVOMNI-13319 [IOS][Đặt phòng khách sạn] App hiển thị thiếu icon ""ưu đãi"" tại giới thiệu khách hàng màn hình giao dịch thành công",Sub-bug,Reopen,Medium,Won't Do,"Thạch, Lê Hoàng (KCN, PTUDDD)","Duyên, Mai Thị (KCN, PTNV)",Thắng Nông Văn,11/Nov/24 5:53 PM,,05/Feb/25 4:36 PM,11/Dec/24 10:36 AM,,,Khách sạn,,0,2,_thumb_177306.png,,,,,,BIDVOMNI-15998,,"ĐKTQ:
User đã đăng nhập thành công và thực hiện luồng đặt phòng khách sạn

Step:
""1. Tại màn hình giao dịch thành công Đặt phòng khách sạn.
2. Kiểm tra giao diện màn hình""



KQTT: App Hiển thị thiếu icon ""ưu đãi"" tại trường giới thiệu KH mới !screenshot-1.png|thumbnail!
KQMM: App Hiển thị icon ""ưu đãi"" tại trường giới thiệu KH mới",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0ka98:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-15970,"BIDVOMNI-13319 [IOS][Đặt phòng khách sạn] App điều hướng sai khi nhấn vào btn cài đặt tại popup ""Thiết bị chưa cài đặt mật khẩu điện thoại """,Sub-bug,Reopen,Medium,Won't Do,"Anh, Cao Thị Vân (KCN, PTNV)","Duyên, Mai Thị (KCN, PTNV)",Thắng Nông Văn,06/Nov/24 4:42 PM,,05/Feb/25 3:08 PM,06/Dec/24 10:19 AM,,,Khách sạn,,0,3,_thumb_181765.png,,,,,,"BIDVOMNI-15967, BIDVOMNI-15997",,"ĐKTQ:
User đã đăng nhập thành công và thực hiện luồng đặt phòng khách sạn
Thiết bị chưa cài đặt mật khẩu
Step:
""1. MH Xác nhận giao dịch
2. KH nhấn Xác nhận
3. Popup thông báo ""Quý khách chưa đặt mật khẩu mở điện thoại. Quý khách vui lòng đặt mật khẩu tại chức năng ""Cài đặt"" của điện thoại để tiếp tục sử dụng phương thức Smart OTP. >> Nhấn ""Cài đặt"": ""


KQTT: App Hiển thị màn hình Cài đặt ứng dụng
KQMM: Hiển thị màn hình Cài đặt của thiết bị",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0k464:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-18944,BIDVOMNI-13861 [IOS][Tìm kiếm] Lỗi điều hướng - case đóng popup thông báo lỗi với user phụ,Sub-bug,Need To Do,Medium,Unresolved,"Duy, Trần Cao (KCN, PTUDDD)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",05/Feb/25 10:40 AM,,05/Feb/25 10:43 AM,,,,Tìm kiếm trong ứng dụng,,0,1,_thumb_190031.png _thumb_190030.png,,,,,,BIDVOMNI-16663,,"Case: User phụ tìm kiếm và nhấn vào chức năng: không được phép thực hiện

1. Tại mh Tìm kiếm
nhập: Mua ngoại tệ >> nhấn chọn chức năng
2. Hiển thị thông báo>> Nhấn Đóng

*Hiện tại:* Tắt popup thông báo & giữ nguyên mh tìm kiếm

*Mong muốn:* Tắt popup thông báo & đ.hướng về mh Home",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0n4co:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-18393,BIDVOMNI-13273 [ADR][Đăng nhập thiết bị khác] Bàn phím nhập che mất textbox Mật khẩu,Sub-bug,In Progress,Medium,Resolve,"Hiếu, Nguyễn Văn (KCN, PTUDDD)",Anh Mai Huyền,Anh Mai Huyền,08/Jan/25 2:11 PM,,04/Feb/25 6:25 PM,09/Jan/25 8:44 AM,,,ĐN khác thiết bi,,0,2,_thumb_187045.png,,,,,,"BIDVOMNI-18404, BIDVOMNI-14106",,"*Steps:*
# Tại màn hình đăng nhập
# Nhập mật khẩu

 

*KQTT:* Khi focus vào textbox Mật khẩu để nhập > Bàn phím nhập đẩy lên che mất ô textbox Mật khẩu, không thể nhìn thấy đang nhập gì tại ô textbox

_Note: Bị với các thiết bị có kích thước màn nhỏ, với các thiết bị có kích thước màn lớn thì không bị_

 

*KQMM:* Bàn phím nhập không che mất ô textbox nhập > có thể nhìn thấy các giá trị đang nhập tại ô textbox",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0mlrs:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-18828,BIDVOMNI-13273 [IOS][Kích hoạt lần đầu] Đóng thông báo hết thời gian xác thực tài khoản/Lỗi chưa quay về màn hình home chưa đăng nhập,Sub-bug,Need To Do,Medium,Unresolved,"Đoàn, Nguyễn Hồng (KCN, PTUDDD)","Duyên, Mai Thị (KCN, PTNV)","Duyên, Mai Thị (KCN, PTNV)",21/Jan/25 11:20 AM,,21/Jan/25 4:56 PM,,,,Kích hoạt lần đâu,,0,1,_thumb_189328.png,,,,,,BIDVOMNI-17688,,"*Môi trường:* MB, SIT, iOS

*Bản build:* 5.2.99 (195)

{*}Điều kiện{*}: User kích hoạt lần đầu

*[Steps]*
# Nhập thông tin hợp lệ & nhấn Đăng nhập (user/pass)
# MH đổi mật khẩu nhập thông tin hợp lệ 
# Thao tác tại MH quá thời gian hết phiên xác thực tài khoản
# Click button Tiếp tục > Tại thông báo hết phiên xác thực tài khoản > Click button Đóng
# Kiểm tra điều hường

*[Results]*
5. Lỗi vẫn đứng im tại màn hình đổi mật khẩu *(xem video)*

2025-01-21 11:19:38,574 INFO [ OkHttpRest] [ 404] [316521183200940] [0384834658] [mid2] - Response from business server: 33 ms, \{""mid"":2,""code"":""98"",""codeFull"":""ACTIVE-98"",""des"":""Hết thời gian xác thực tài khoản. Quý khách vui lòng đăng nhập lại ứng dụng."",""ipServer"":""10.22.18.8:8181"",""el"":""1"",""requestId"":""316521183200940"",""showDes"":false,""messages"":[],""success"":false}

*!image-2025-01-21-11-36-44-493.png!*

*[Expectations]* 

5. Đóng thông báo này điều hướng về màn hình home trước đăng nhập",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0mzeo:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-17416,BIDVOMNI-13721 [AND][QR type 3 onus/offus] Lỗi điều hướng đóng thông báo - Case: Mất kết nối mạng,Sub-bug,Reopen,Medium,Resolve,"Yến, Lê Bảo (KCN, PTUDDD)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",09/Dec/24 4:49 PM,,21/Jan/25 10:40 AM,20/Dec/24 8:41 AM,,,QR Pay,,0,1,,,,,,,"BIDVOMNI-13730, BIDVOMNI-17409",,"1. Thanh toán QR type 3 onus/offus
2. Tại MH: Xác nhận giao dịch
Đk: Mất kết nối mạng
Nhấn Xác nhận
3. Hiển thị thông báo: Kết nối mạng >> Nhấn Đóng

*Hiện tại:* Đ.hướng về mh khởi tạo

*Mong muốn:* Đóng popup và giữ nguyên màn hình user thao tác tiếp",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0lgwc:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-18434,BIDVOMNI-12621 [ADR][MH chọn người thu hưởng] Kiểm tra hiển thị top 6 Gợi ý chuyển tiền,Sub-bug,Need To Do,Medium,Unresolved,"Khánh, Nguyễn Công (KCN, PTUDDD)",Trần Thị Linh Chi Trần Thị Linh,Trần Thị Linh Chi Trần Thị Linh,09/Jan/25 10:35 AM,,17/Jan/25 3:01 PM,,,,Chuyển tiền,,0,1,,,,,,,BIDVOMNI-18432,,"Step:
# Truy cập chức năng [Chuyển tiền]
# Nhấn vào ô tìm kiếm
# Kiểm tra KQ hiển thị

KQTT: Hiển thị thừa số tiền + đơn vị tiền tệ ( URD k yêu cầu hiển thị) và chưa sắp xếp đúng thứ tự top 6 như URD mong muốn

KQMM: Ưu tiên hiển thị danh sách theo thứ tự Danh bạ yêu thích → Danh bạ chuyển nhiều nhất → GD gần đây trong đấy loại trùng theo cặp (Số tài khoản + Bank thụ hưởng). Trong đó
Danh bạ yêu thích (trường favorite =1 tại outPut Danh bạ thụ hưởng (MID 220 - truyền thêm cờ newDesign =1) 
Danh sách các TK thụ hưởng chuyển nhiều nhất trong danh sách danh bạ thụ hưởng trả về (trường countTransaction có giá trị từ lớn đến bé→ Được trả về Danh bạ thụ hưởng new (MID mới)
Danh sách Giao dịch gần đây (Lấy tại MID 240 hoặc từ Cache của Client - Chi tiết xem mô tả logic xử lý)
Các thông tin hiển thị của mỗi gợi ý: Logo bank, Số tài khoản, Tên thụ hưởng",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0mmuw:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-17757,BIDVOMNI-14625 [IOS][Chuyển tiền từ thiện]Lỗi màn hình khởi tạo giao dịch khi nhấn đóng tại thông báo hết phiên,Sub-bug,In Progress,Medium,Unresolved,"Duy, Trần Cao (KCN, PTUDDD)",Vũ Thị Tuyết Mai,Vũ Thị Tuyết Mai,19/Dec/24 5:26 PM,,17/Jan/25 11:00 AM,,,,Chuyển tiền từ thiện,,0,1,,,,,,,BIDVOMNI-17666,,"# Home > Thiện nguyện & Quà tặng > Thiện nguyện
# Chuyển tiền ủng hộ
# Chọn 1 tổ chức từ thiện
# Thực hiện chuyển tiền đến màn hình nhập SMS OTP, hết phiên giao dịch
# Nhấn xác nhận, hiển thị thông báo, Nhấn Đóng

Thực tế:

Điều hướng về màn hình Khởi tạo giao dịch không có thông tin TK thụ hưởng, Số tiền, Nội dung đã nhập/ chọn trước đó

Mong muốn:

Điều hướng về màn hình Khởi tạo giao dịch với đầy đủ thông tin đã nhập chọn trước đó",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0lyb4:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-18095,BIDVOMNI-13110 [ADR][Lấy mã Smart OTP offline] [Luồng chưa login] Kiểm tra nhấn Lấy mã Smart OTP offline TH chưa cài pin Soft,Sub-bug,Need To Do,Medium,Unresolved,"Hải, Cù Hoàng (KCN, PTUDDD)","Hiền, Nguyễn Thị (KCN, PTNV)","Hiền, Nguyễn Thị (KCN, PTNV)",31/Dec/24 4:09 PM,,16/Jan/25 2:10 PM,,,,Smart OTP,,0,1,,,,,,,"BIDVOMNI-18084, BIDVOMNI-18097, BIDVOMNI-18096",,"CÁC BƯỚC THỰC HIỆN

1. KH truy cập vào ứng dụng
2. Truy cập chức năng Smart OTP
3. Click ""Lấy mã Smart OTP Offline"" từ màn Quét mã QR

 

KQ THỰC TẾ
- Hiển thị thông báo: Tài khoản chưa được kích hoạt Smart OTP, Qúy khách vui lòng kiểm tra lại

 

KQ MONG ĐỢI

=> Sửa: Hiển thị thông báo: Quý khách cần cài đặt mã PIN của Smart OTP để tiếp tục sử dụng phương thức Smart OTP - Nút thao thác: ""Cài đặt PIN"", ""Đóng""
* Nhấn ""Cài đặt PIN"": Hiển thị màn hình cài đặt PIN Smart OTP
* Nhấn ""Đóng"": Tắt thông báo và hiển thị màn hình đang thao tác",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0mcd4:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-17230,BIDVOMNI-13444 [IOS][Chi tiết tài khoản] Trường hợp TK không thỏa mã rule Debit của service 0541 vẫn hiển thị checkbox Đặt làm TK mặc định,Sub-bug,In Progress,Medium,Resolve,Tùng Dương Đức,Trần Thị Linh Chi Trần Thị Linh,Trần Thị Linh Chi Trần Thị Linh,05/Dec/24 3:55 PM,,14/Jan/25 3:42 PM,06/Dec/24 3:16 PM,,,Tài khoản,,0,1,_thumb_181445.png _thumb_182625.png,,,,,,"BIDVOMNI-16571, BIDVOMNI-18635",,"Cấu hình rule BE 0541, debit = 0

{ ""ruleId"": ""1348"", ""serviceCode"": ""0541"", ""ruleQuiry"": ""1"", ""ruleDebit"": ""0"", ""ruleCredit"": ""1"" }

,

B1: Đăng nhập thành công 

B2: Vào xem danh sách TK VNĐ 

KQTT: Vẫn hiển thị checkbox ""Đặt làm TK mặc định""

KQMM: chỉ hiển thị checkbox ""Đặt làm TK mặc định"" nếu TK thỏa mãn rule Debit = Yes; là tài khoản được phép thực hiện chức năng chuyể tiền trong nước (serviceCode = 0541) được cấu hình tại BE",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0lbs4:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-16819,BIDVOMNI-12525 [AND][Hủy lệnh chuyển tiền định kỳ]- Lỗi hiển thị thông báo thiết bị Joot,Sub-bug,Reopen,Medium,Won't Do,"Giang, Nguyễn Minh (KCN, PTUDDD)",Manh Dinh Van,Manh Dinh Van,30/Nov/24 2:16 PM,,14/Jan/25 3:24 PM,23/Dec/24 8:27 AM,,,Chuyển tiền định kỳ,,0,1,,,,,,,,,"# Kiểm tra hiên thị thông báo thiết bị Joot.

kqtt: Hiển thị thông báo sang các màn",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0l264:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-18592,BIDVOMNI-13444 [IB][Tài khoản] Kiểm tra hiển thị chi tiết TK Vay,Sub-bug,Need To Do,Medium,Unresolved,"Đạo, Dương Trọng (KCN, DVTCDT)",Trần Thị Linh Chi Trần Thị Linh,Trần Thị Linh Chi Trần Thị Linh,13/Jan/25 3:06 PM,,13/Jan/25 3:32 PM,,,,Tài khoản,,0,1,_thumb_187900.png _thumb_187901.png _thumb_187902.png,,,,,,"BIDVOMNI-18568, BIDVOMNI-18595",,"*[Steps]*
# ĐN ứng dụng thành công >> Vào xem danh sách TK
# Chọn xem chi tiết TK VAy

[KQTT]

Gọi mid 11 lấy chi tiết TK lỗi nhưng vẫn vào màn chi tiết, hiển thị trống như ảnh

KQMM: 

hiển thị thông báo lỗi tương ứng của hệ thống trả về.

 
,",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0mrh4:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-17196,BIDVOMNI-13859 [IOS][Thông báo] Crash app khi nhấn các tab trong thông báo,Sub-bug,Need To Do,Medium,Unresolved,"Anh, Phạm Tuấn (KCN, PTUDDD)",Vũ Thị Tuyết Mai,Vũ Thị Tuyết Mai,05/Dec/24 11:27 AM,,11/Jan/25 10:41 AM,,,,Thông báo,,0,1,,,,,,,"BIDVOMNI-16989, BIDVOMNI-18531",,"# Chọn Icon Thông báo
# Nhấn lại các tab trong thông báo

Thực tế:

Crash app ( video đính kèm)

Mong muốn: 

Dùng app bình thường",,,,,,,"Design, Logic",,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0lay4:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-18372,BIDVOMNI-13855 [IOS][TK chọn tên như ý] Chọn tên SĐT/Mid 891/Lỗi đóng thông báo tắt mid vẫn ở nguyên MH khởi tạo lỗi dẫn đến vẫn tạo được tài khoản sđt nhập,Sub-bug,Need To Do,Medium,Unresolved,"Dũng, Nguyễn Anh (KCN, PTUDDD)","Duyên, Mai Thị (KCN, PTNV)","Duyên, Mai Thị (KCN, PTNV)",07/Jan/25 3:53 PM,,07/Jan/25 4:12 PM,,,,Tài khoản như ý,,0,1,,,,,,,"BIDVOMNI-18374, BIDVOMNI-18369",,"*Môi trường:* SIT, IOS

*Bản build:* 5.2.99 (178)

{*}Điều kiện{*}: Tắt mid 819 hoặc giả lập server trả ra kết quả không thành công

*[Steps]*
# Truy cập chức năng Mở TK chọn tên như ý (có thể đi từ nhiều luồng MH Home dịch vụ yêu thích, Cụm mua sắm, Tìm kiếm, MH tất cả dịch vụ)
# Bấm chọn ""Chọn tên Số điện thoại""
# Tại thông báo lỗi server trả về >> Đóng thông báo lỗi tắt MID 819

*[Results]* 
3. Lỗi hiển thị nguyên màn hình, cho nhập số điện thoại vẫn thao tác mở được *(xem video)*

*[Expectations]* 

3. Đóng thông báo quay về MH trước đó",,,,,,,logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0mk9c:,,,,IOS,,,None,None,None,,,None
